loan_id,customer_segment,province,industry,loan_type,origination_date,original_amount_vnd_mil,outstanding_balance_vnd_mil,term_months,interest_rate_pct,days_past_due,loan_classification,months_on_book,utilization_pct,vintage
LOAN00000034,Sub-prime,Khác,Dịch vụ,Kinh doanh SME,2024-09-20,451322.9716595971,277933.6346499147,36,15.201931042443876,0.0,Nhóm 1 - Bình thường,13.830486202365309,61.58198277120748,2024Q3
LOAN00000035,NTB,Đồng Nai,Bán lẻ,Corporate,2022-12-09,1641510.8724195804,437161.02077577956,48,9.802348953416322,0.0,Nhóm 1 - Bình thường,35.21681997371879,26.63162505475252,2022Q4
LOAN00000036,Sub-prime,Hà Nội,Nông nghiệp,Tiêu dùng,2024-08-30,118504.19397075563,0.0,12,18.374897849154742,0.0,Nhóm 1 - Bình thường,14.520367936925098,0.0,2024Q3
LOAN00000037,Prime,Khác,Bất động sản,Corporate,2025-10-26,28334195.622791532,27817072.76502413,36,7.6837250465198,0.0,Nhóm 1 - Bình thường,0.657030223390276,98.17491604613812,2025Q4
LOAN00000038,Prime,TP. Hồ Chí Minh,Sản xuất,Tiêu dùng,2024-10-15,15792.877951886492,0.0,12,14.934277462925508,0.0,Nhóm 1 - Bình thường,13.009198423127463,0.0,2024Q4
LOAN00000039,Standard,Bình Dương,Vận tải,Tiêu dùng,2024-11-26,35142.08252098369,1085.2022854705892,12,16.492557763214393,0.0,Nhóm 1 - Bình thường,11.629434954007884,3.088042049934303,2024Q4
LOAN00000040,Standard,TP. Hồ Chí Minh,Bán lẻ,Tiêu dùng,2024-10-25,143809.65497509966,93153.96908994447,36,16.760350812792257,0.0,Nhóm 1 - Bình thường,12.680683311432325,64.77587969046577,2024Q4
LOAN00000041,Prime,Khác,Sản xuất,Kinh doanh SME,2023-05-03,165995.0262192923,25575.44917767678,36,11.67811810615998,0.0,Nhóm 1 - Bình thường,30.453350854139288,15.407358738501975,2023Q2
LOAN00000042,Standard,TP. Hồ Chí Minh,Nông nghiệp,Tiêu dùng,2024-07-25,79392.86157636896,0.0,12,16.45270723889121,0.0,Nhóm 1 - Bình thường,15.703022339027594,0.0,2024Q3
LOAN00000043,Prime,TP. Hồ Chí Minh,Xây dựng,Kinh doanh SME,2025-11-09,2445535.373625829,2425450.4904653016,24,11.55394243203766,0.0,Nhóm 1 - Bình thường,0.19710906701708278,99.17871222076216,2025Q4
LOAN00000044,Sub-prime,Bình Dương,Sản xuất,Tiêu dùng,2023-11-07,5472.633197136989,0.0,12,17.60527331893159,0.0,Nhóm 1 - Bình thường,24.277266754270695,0.0,2023Q4
LOAN00000045,Prime,Hải Phòng,Bán lẻ,Tiêu dùng,2025-08-09,42563.471192814584,36853.85093315647,24,14.730794300814395,0.0,Nhóm 1 - Bình thường,3.219448094612352,86.5856329391152,2025Q3
LOAN00000046,Standard,Bình Dương,Vận tải,Kinh doanh SME,2023-12-18,605592.8643635893,219857.8854197788,36,13.630045012319252,0.0,Nhóm 1 - Bình thường,22.93035479632063,36.30457001022047,2023Q4
LOAN00000047,Prime,TP. Hồ Chí Minh,Sản xuất,Tiêu dùng,2025-07-09,9976.130952785967,8214.576949132072,24,15.420097457620914,0.0,Nhóm 1 - Bình thường,4.23784494086728,82.34231274638634,2025Q3
LOAN00000048,Standard,TP. Hồ Chí Minh,Bán lẻ,Thế chấp nhà,2024-01-02,708133.9925245228,619862.8002164762,180,10.364928404772476,0.0,Nhóm 1 - Bình thường,22.437582128777922,87.53467659512337,2024Q1
LOAN00000049,Standard,Hải Phòng,Dịch vụ,Kinh doanh SME,2022-11-22,1549431.0747530067,0.0,24,13.50034785141421,0.0,Nhóm 1 - Bình thường,35.775295663600524,0.0,2022Q4
LOAN00000050,Prime,Khác,F&B,Ô tô,2025-10-29,152748.4731142087,150378.8534225187,36,10.570517942165381,0.0,Nhóm 1 - Bình thường,0.5584756898817346,98.44867863921739,2025Q4
LOAN00000051,NTB,Đà Nẵng,Bán lẻ,Kinh doanh SME,2023-11-28,74518.91590743659,1281.1508757629888,24,13.784575949719157,0.0,Nhóm 1 - Bình thường,23.587385019710904,1.7192290845378988,2023Q4
LOAN00000052,Sub-prime,Hà Nội,Nông nghiệp,Corporate,2025-02-21,48459925.43905249,39604526.7775962,48,10.689779799835986,0.0,Nhóm 1 - Bình thường,8.771353482260183,81.72634691195795,2025Q1
LOAN00000053,Sub-prime,Khác,Bất động sản,Kinh doanh SME,2024-11-17,754191.830874242,379449.6678659335,24,14.712398320491145,6.0,Nhóm 2 - Cần chú ý,11.925098554533507,50.31208935611038,2024Q4
LOAN00000054,Sub-prime,Hà Nội,Dịch vụ,Corporate,2025-01-04,8014120.151315327,5710455.521748668,36,10.189316548472489,0.0,Nhóm 1 - Bình thường,10.348226018396845,71.25492772667543,2025Q1
LOAN00000055,Standard,Hà Nội,Xây dựng,Tiêu dùng,2024-07-20,54263.55884991081,18387.9306680956,24,16.20581503267959,0.0,Nhóm 1 - Bình thường,15.867279894875164,33.886333771353485,2024Q3
LOAN00000056,Sub-prime,Hà Nội,Công nghệ,Thế chấp nhà,2023-03-04,3362793.115890243,2757033.733976155,180,11.97928222804864,0.0,Nhóm 1 - Bình thường,32.42444152431012,81.98642137538326,2023Q1
LOAN00000057,Prime,Hà Nội,Sản xuất,Thế chấp nhà,2025-01-10,1614487.8199814819,1523438.6273303144,180,8.75021068139476,0.0,Nhóm 1 - Bình thường,10.151116951379763,94.3604905825668,2025Q1
LOAN00000058,Prime,Hải Phòng,Bán lẻ,Tiêu dùng,2022-12-18,114189.21661051075,0.0,24,14.933186685724921,0.0,Nhóm 1 - Bình thường,34.92115637319316,0.0,2022Q4
LOAN00000059,Prime,Hà Nội,F&B,Kinh doanh SME,2024-01-03,192705.8720109212,0.0,12,11.876882086931737,0.0,Nhóm 1 - Bình thường,22.404730617608408,0.0,2024Q1
LOAN00000060,Prime,Hà Nội,Xây dựng,Thế chấp nhà,2024-07-02,176777.1168439462,152531.240929903,120,9.330996191873915,0.0,Nhóm 1 - Bình thường,16.45860709592641,86.284494086728,2024Q3
LOAN00000061,Prime,TP. Hồ Chí Minh,Dịch vụ,Kinh doanh SME,2025-11-12,933126.859696233,930572.3074084092,36,11.719059868680807,0.0,Nhóm 1 - Bình thường,0.09855453350854139,99.72623740692072,2025Q4
LOAN00000062,Prime,TP. Hồ Chí Minh,Bất động sản,Tiêu dùng,2024-08-13,180038.84671414056,66923.11269942511,24,14.80609660506124,0.0,Nhóm 1 - Bình thường,15.078843626806833,37.17148488830486,2024Q3
LOAN00000063,Sub-prime,Bình Dương,Xây dựng,Thế chấp nhà,2023-03-05,960719.7598132581,701392.7550016416,120,12.45238235252725,0.0,Nhóm 1 - Bình thường,32.3915900131406,73.00700832238283,2023Q1
LOAN00000064,Prime,TP. Hồ Chí Minh,Nông nghiệp,Tiêu dùng,2024-10-05,145474.5714703621,0.0,12,14.74463379225513,0.0,Nhóm 1 - Bình thường,13.337713534822601,0.0,2024Q4
LOAN00000065,Prime,TP. Hồ Chí Minh,F&B,Thế chấp nhà,2025-05-30,860085.6074508685,840189.2994598483,240,9.29689572499627,0.0,Nhóm 1 - Bình thường,5.551905387647832,97.68670608848007,2025Q2
LOAN00000066,Standard,Đồng Nai,Dịch vụ,Tiêu dùng,2023-07-11,54682.59997790152,0.0,12,16.141576015850255,0.0,Nhóm 1 - Bình thường,28.18659658344284,0.0,2023Q3
LOAN00000067,Prime,Đồng Nai,Sản xuất,Tiêu dùng,2023-08-30,345389.7568632967,0.0,24,15.08672120706377,0.0,Nhóm 1 - Bình thường,26.544021024967147,0.0,2023Q3
LOAN00000068,Sub-prime,Hải Phòng,Bất động sản,Tiêu dùng,2024-03-18,44733.589720571734,7565.815738438795,24,17.591985329705196,101.0,Nhóm 4 - Nghi ngờ,19.940867279894874,16.913053000438026,2024Q1
LOAN00000069,Prime,Hà Nội,Dịch vụ,Kinh doanh SME,2024-05-17,290487.76255652105,72987.75418155253,24,11.909993289206659,0.0,Nhóm 1 - Bình thường,17.969776609724047,25.125930792816476,2024Q2
LOAN00000070,NTB,Khác,Bất động sản,Corporate,2025-05-18,537686.3707635152,448876.6603056051,36,9.955632323495998,55.0,Nhóm 3 - Dưới tiêu c,5.946123521681997,83.48299021755001,2025Q2
LOAN00000071,Sub-prime,Khác,Dịch vụ,Tiêu dùng,2024-08-07,119380.73995037515,0.0,12,18.14263324648868,0.0,Nhóm 1 - Bình thường,15.275952693823916,0.0,2024Q3
LOAN00000072,Prime,Đà Nẵng,Bán lẻ,Tiêu dùng,2024-12-04,29441.44441196515,20145.616766925777,36,14.707658464120188,0.0,Nhóm 1 - Bình thường,11.366622864651774,68.42604759818951,2024Q4
LOAN00000073,Prime,Đồng Nai,Dịch vụ,Kinh doanh SME,2023-05-28,527904.1505791369,0.0,12,12.308848301535956,0.0,Nhóm 1 - Bình thường,29.632063074901446,0.0,2023Q2
LOAN00000074,Sub-prime,Hà Nội,Xây dựng,Thế chấp nhà,2024-09-17,877612.9224252707,809700.1104986547,180,12.15448937511673,0.0,Nhóm 1 - Bình thường,13.92904073587385,92.26164403562565,2024Q3
LOAN00000075,Standard,Khác,Nông nghiệp,Kinh doanh SME,2023-06-30,259120.5668423224,53638.2221697624,36,13.92771650428729,0.0,Nhóm 1 - Bình thường,28.54796320630749,20.70010220470142,2023Q2
LOAN00000076,Standard,TP. Hồ Chí Minh,Dịch vụ,Tiêu dùng,2024-02-25,53224.309164032005,7399.0648799538585,24,16.228758181365226,0.0,Nhóm 1 - Bình thường,20.66360052562418,13.901664476565923,2024Q1
LOAN00000077,Sub-prime,TP. Hồ Chí Minh,Bán lẻ,Kinh doanh SME,2024-12-11,421248.0756838456,225777.3441124159,24,14.621270606213676,0.0,Nhóm 1 - Bình thường,11.136662286465176,53.59724047306176,2024Q4
LOAN00000078,Prime,Hà Nội,Dịch vụ,Tiêu dùng,2025-03-09,194090.35162161375,127406.33079235257,24,15.134911320301951,0.0,Nhóm 1 - Bình thường,8.245729303547963,65.64279456855016,2025Q1
LOAN00000079,Prime,TP. Hồ Chí Minh,Nông nghiệp,Kinh doanh SME,2025-08-09,2742153.800150207,2496925.416066107,36,12.413590490500454,0.0,Nhóm 1 - Bình thường,3.219448094612352,91.0570886260768,2025Q3
LOAN00000080,Prime,Khác,Dịch vụ,Tiêu dùng,2024-07-09,114773.4084633157,63034.045252556876,36,15.277762318577926,0.0,Nhóm 1 - Bình thường,16.228646517739815,54.92042633961163,2024Q3
LOAN00000081,Sub-prime,Bình Dương,Xây dựng,Thế chấp nhà,2023-10-15,4288964.615775174,3394256.1627471736,120,11.911122430985074,0.0,Nhóm 1 - Bình thường,25.03285151116951,79.13929040735874,2023Q4
LOAN00000082,Standard,Bình Dương,Dịch vụ,Ô tô,2024-03-26,531425.3294071015,240941.52491479076,36,11.931705750215302,0.0,Nhóm 1 - Bình thường,19.678055190538764,45.338735581836765,2024Q1
LOAN00000083,Prime,Đồng Nai,Sản xuất,Thế chấp nhà,2023-09-13,1972109.0305380549,1757772.826770094,240,8.832595039155185,0.0,Nhóm 1 - Bình thường,26.084099868593952,89.13162505475252,2023Q3
LOAN00000084,Prime,Hà Nội,Nông nghiệp,Kinh doanh SME,2022-12-09,2536184.951677442,55174.705475242874,36,12.417329545830654,0.0,Nhóm 1 - Bình thường,35.21681997371879,2.175500073003356,2022Q4
LOAN00000085,Prime,TP. Hồ Chí Minh,Bán lẻ,Kinh doanh SME,2024-04-10,92026.36976941019,0.0,12,12.311647322235213,0.0,Nhóm 1 - Bình thường,19.185282522996058,0.0,2024Q2
LOAN00000086,Prime,Bình Dương,Dịch vụ,Tiêu dùng,2023-12-07,30198.20603399711,10660.200414468754,36,14.767398409792557,0.0,Nhóm 1 - Bình thường,23.291721419185283,35.30077383559643,2023Q4
LOAN00000087,Standard,Bà Rịa-Vũng Tàu,Sản xuất,Thế chấp nhà,2024-09-27,529187.7025514615,469210.77831353305,120,10.32069419548004,12.0,Nhóm 2 - Cần chú ý,13.600525624178712,88.66622864651774,2024Q3
LOAN00000088,Standard,Hà Nội,Bán lẻ,Kinh doanh SME,2024-01-21,308147.7023319289,0.0,12,13.739781831942441,0.0,Nhóm 1 - Bình thường,21.81340341655716,0.0,2024Q1
LOAN00000089,Sub-prime,Hải Phòng,Dịch vụ,Ô tô,2023-01-11,464501.602170751,134195.28601916163,48,13.42415505622871,0.0,Nhóm 1 - Bình thường,34.13272010512483,28.890166447656597,2023Q1
LOAN00000090,Standard,TP. Hồ Chí Minh,Dịch vụ,Tiêu dùng,2025-07-30,19631.614840872022,16729.437876879772,24,16.60971902734596,0.0,Nhóm 1 - Bình thường,3.54796320630749,85.2168199737188,2025Q3
LOAN00000091,Prime,TP. Hồ Chí Minh,Xây dựng,Thế chấp nhà,2025-08-21,1988317.1721562105,1941505.0617736455,120,8.655465112555593,0.0,Nhóm 1 - Bình thường,2.8252299605781865,97.64564169951818,2025Q3
LOAN00000092,Standard,TP. Hồ Chí Minh,Xây dựng,Thế chấp nhà,2024-11-14,668598.5482220079,635102.727392883,240,10.826596553823451,0.0,Nhóm 1 - Bình thường,12.02365308804205,94.99014454664915,2024Q4
LOAN00000093,Sub-prime,Hà Nội,Xây dựng,Tiêu dùng,2024-01-29,42316.65178594332,4318.782245345947,24,18.05636390663698,0.0,Nhóm 1 - Bình thường,21.55059132720105,10.205869469995623,2024Q1
LOAN00000094,Standard,Cần Thơ,Dịch vụ,Thế chấp nhà,2025-11-07,1469474.8696969252,1467329.3376926954,180,10.825736173631435,5.0,Nhóm 2 - Cần chú ý,0.2628120893561104,99.85399328369104,2025Q4
LOAN00000095,Sub-prime,Cần Thơ,Bất động sản,Ô tô,2023-05-28,1029927.0281597027,394117.3893894088,48,13.71485439933302,0.0,Nhóm 1 - Bình thường,29.632063074901446,38.26653526062199,2023Q2
LOAN00000096,Standard,Hà Nội,Bất động sản,Ô tô,2024-06-04,151770.13086261682,78505.42139196025,36,11.929001483656947,0.0,Nhóm 1 - Bình thường,17.378449408672797,51.72652942035334,2024Q2
LOAN00000097,Standard,Bình Dương,Dịch vụ,Thế chấp nhà,2022-12-13,1110039.9975926501,893672.1487408195,180,10.680564211770163,0.0,Nhóm 1 - Bình thường,35.08541392904073,80.50810337275514,2022Q4
LOAN00000098,Standard,Bà Rịa-Vũng Tàu,Bất động sản,Tiêu dùng,2024-10-04,20369.10914124015,0.0,12,16.059851716115226,0.0,Nhóm 1 - Bình thường,13.370565045992116,0.0,2024Q4
LOAN00000099,Prime,TP. Hồ Chí Minh,F&B,Ô tô,2023-01-20,150608.92069018472,44438.86736746635,48,10.436159813972148,0.0,Nhóm 1 - Bình thường,33.83705650459921,29.506132282084973,2023Q1
LOAN00000100,Prime,TP. Hồ Chí Minh,Bán lẻ,Thế chấp nhà,2025-02-13,405411.7778824879,374890.4684985402,120,8.935834315514725,0.0,Nhóm 1 - Bình thường,9.034165571616294,92.47152869031976,2025Q1
LOAN00000101,Prime,Khác,F&B,Tiêu dùng,2023-10-29,76480.04131766489,0.0,12,14.920644071538765,0.0,Nhóm 1 - Bình thường,24.57293035479632,0.0,2023Q4
LOAN00000102,Standard,Bình Dương,Bán lẻ,Tiêu dùng,2023-02-26,91611.1959286754,0.0,12,16.11758054458868,0.0,Nhóm 1 - Bình thường,32.6215505913272,0.0,2023Q1
LOAN00000103,Prime,Khác,Sản xuất,Tiêu dùng,2023-06-10,119020.30011228191,22465.103368397202,36,14.986972243314499,0.0,Nhóm 1 - Bình thường,29.204993429697765,18.87501825083954,2023Q2
LOAN00000104,Standard,Hà Nội,Sản xuất,Tiêu dùng,2024-10-09,28179.506956916273,17842.08379598006,36,16.761704692122024,0.0,Nhóm 1 - Bình thường,13.206307490144546,63.31581252737626,2024Q4
LOAN00000105,Sub-prime,Bà Rịa-Vũng Tàu,Bất động sản,Thế chấp nhà,2024-11-15,1998571.1906588518,1898719.2298903344,240,11.823036872676218,87.0,Nhóm 3 - Dưới tiêu c,11.990801576872535,95.00383267630312,2024Q4
LOAN00000106,Prime,TP. Hồ Chí Minh,Bán lẻ,Tiêu dùng,2023-12-15,67043.71030356009,2712.730065392627,24,15.318586454266914,0.0,Nhóm 1 - Bình thường,23.028909329829172,4.046211125711785,2023Q4
LOAN00000107,Standard,TP. Hồ Chí Minh,Vận tải,Tiêu dùng,2023-01-13,56514.216375441734,0.0,24,16.58546985869728,0.0,Nhóm 1 - Bình thường,34.06701708278581,0.0,2023Q1
LOAN00000108,Sub-prime,Hà Nội,Nông nghiệp,Kinh doanh SME,2023-05-03,99737.0604951289,0.0,12,15.22412574436159,0.0,Nhóm 1 - Bình thường,30.453350854139288,0.0,2023Q2
LOAN00000109,Prime,Hà Nội,Xây dựng,Kinh doanh SME,2023-07-02,531736.9542689453,0.0,24,12.397699592448744,0.0,Nhóm 1 - Bình thường,28.48226018396846,0.0,2023Q3
LOAN00000110,Prime,TP. Hồ Chí Minh,Dịch vụ,Tiêu dùng,2023-12-28,72038.54629222404,4196.726525127374,24,14.98223638307964,0.0,Nhóm 1 - Bình thường,22.601839684625492,5.825667980727111,2023Q4
LOAN00000111,Prime,TP. Hồ Chí Minh,F&B,Tiêu dùng,2024-03-24,66285.63224984617,0.0,12,15.344923147569144,0.0,Nhóm 1 - Bình thường,19.743758212877793,0.0,2024Q1
LOAN00000112,Prime,TP. Hồ Chí Minh,Vận tải,Tiêu dùng,2023-03-12,89326.25720334084,0.0,12,14.64037616674277,0.0,Nhóm 1 - Bình thường,32.16162943495401,0.0,2023Q1
LOAN00000113,Sub-prime,Bà Rịa-Vũng Tàu,Dịch vụ,Thế chấp nhà,2023-11-12,2408694.985642315,1924687.6161007416,120,12.278409906811236,0.0,Nhóm 1 - Bình thường,24.113009198423125,79.90582566798072,2023Q4
LOAN00000114,Sub-prime,Hà Nội,Xây dựng,Tiêu dùng,2025-07-03,19969.80558565577,12589.374809091138,12,18.333689066172017,0.0,Nhóm 1 - Bình thường,4.434954007884363,63.04204993429698,2025Q3
LOAN00000115,Standard,TP. Hồ Chí Minh,Bất động sản,Kinh doanh SME,2023-06-18,341111.5047736234,0.0,12,13.903400251971087,15.0,Nhóm 2 - Cần chú ý,28.942181340341655,0.0,2023Q2
LOAN00000116,Sub-prime,TP. Hồ Chí Minh,Bất động sản,Tiêu dùng,2025-07-01,100284.61792932857,62672.395370420294,12,17.581013277385665,0.0,Nhóm 1 - Bình thường,4.50065703022339,62.49452474813842,2025Q3
LOAN00000117,Sub-prime,TP. Hồ Chí Minh,Sản xuất,Tiêu dùng,2024-09-22,45780.11836976521,19523.726564942026,24,17.616968464611997,0.0,Nhóm 1 - Bình thường,13.764783180026281,42.64673674989049,2024Q3
LOAN00000118,Prime,Bình Dương,Dịch vụ,Kinh doanh SME,2025-10-23,1399055.9818624519,1310963.8673671705,12,11.522622197106715,0.0,Nhóm 1 - Bình thường,0.7555847568988173,93.70346035917653,2025Q4
LOAN00000119,Sub-prime,TP. Hồ Chí Minh,Bán lẻ,Tiêu dùng,2024-06-21,65524.440975909994,34910.01388831882,36,18.00579792662603,0.0,Nhóm 1 - Bình thường,16.819973718791065,53.27785078113594,2024Q2
LOAN00000120,Standard,Hải Phòng,Sản xuất,Tiêu dùng,2023-02-06,8476.707262608894,640.7964936802091,36,16.19286263036585,0.0,Nhóm 1 - Bình thường,33.27858081471748,7.559497736895892,2023Q1
LOAN00000121,Sub-prime,TP. Hồ Chí Minh,Xây dựng,Tiêu dùng,2024-12-21,138611.30377044642,96996.5434582869,36,18.067773666974535,0.0,Nhóm 1 - Bình thường,10.808147174770038,69.97736895897211,2024Q4
LOAN00000122,Sub-prime,TP. Hồ Chí Minh,F&B,Tiêu dùng,2024-08-15,53257.65201950674,19942.45960147868,24,18.392283495403497,0.0,Nhóm 1 - Bình thường,15.013140604467806,37.44524748138414,2024Q3
LOAN00000123,Prime,Khác,Công nghệ,Thế chấp nhà,2024-09-25,204902.42452386266,189345.5168362574,180,8.827025338313943,0.0,Nhóm 1 - Bình thường,13.66622864651774,92.4076507519346,2024Q3
LOAN00000124,Prime,Bà Rịa-Vũng Tàu,Bất động sản,Tiêu dùng,2023-11-05,46523.37436128452,0.0,24,14.50534718754306,0.0,Nhóm 1 - Bình thường,24.342969776609724,0.0,2023Q4
